rating,date,variation,verified_reviews,feedback,review_tokens,score
4,21-Jun-18,Black,"This refurbished item was fine,but I wasn't aware that there is a fee for having other echos set up in the rooms.  However, it was missing the cordThank you",1,"refurbished,item,,fine,,,,I,,n't,aware,,,,,fee,,,,echos,set,,,,rooms,.,However,,,,,missing,,cordThank",-0.296
1,21-Jun-18,White,"Two weeks after setting it up it no longer works.  No connection, no light, no sound.  I guess I shouldn't have purchased a refurbished Dot.",0,"weeks,,setting,,,,,longer,works,.,No,connection,,,,light,,,,sound,.,I,guess,I,,n't,,purchased,,refurbished,Dot",-0.7783
5,21-Jun-18,White,It worked like a brandnew unit! Great addition to my collection.,1,"worked,like,,brandnew,unit,!,Great,addition,,,collection",0.784
5,21-Jun-18,White,"Great price, works perfectly. Saved the money on a refurb!! Would buy again!",1,"price,,,works,perfectly,.,Saved,,money,,,refurb,!,!,Would,buy,",0.9182
2,20-Jun-18,White, ,0,,0.0
5,20-Jun-18,Black,Very.god,1,,0.0
1,20-Jun-18,White,Not good at all!,0,"good,,",-0.4015
5,20-Jun-18,Black,These are great. I bought one and then bought another right away. Grab a few of these and a few smart switched and you're set with smart home capabilities for under $150. Highly recommended.,1,",great,.,I,bought,one,,,bought,another,right,away,.,Grab,,,,,,,,smart,switched,,,'re,set,,smart,home,capabilities,,,$,150,.,Highly,recommended",0.8908
5,20-Jun-18,White,Just like new,1,like,0.3612
5,20-Jun-18,Black,"Worked as it should, still need to figure out how to link to other devices though, only set up Sonos which was pretty easy. Not the products fault, just have not had time to figure it out.",1,",,,,,still,need,,figure,,,,link,,,devices,though,,,,set,,Sonos,,,pretty,easy,.,Not,,products,fault,,,,,,,time,,figure,,",0.8104
5,19-Jun-18,White,Very useful,1,,0.4927
1,19-Jun-18,Black,"This is the worst Amazon purchase I have made. I am big Amazon fan...love the brand...unlimited digital music...prime videos...even buy my online games, music, and movies through Amazon. This app I have tried to use it make simple purchases -- to do anything. It is useless.",0,",,worst,Amazon,purchase,I,,made,.,I,,big,Amazon,fan,...,love,,brand,...,unlimited,digital,music,...,prime,videos,...,even,buy,,online,games,,,music,,,,movies,,Amazon,.,This,app,I,,tried,,use,,make,simple,purchases,--,,,anything,.,It,,useless",-0.5859
4,19-Jun-18,Black,"Works very well, but the microphone don&#34;t pick up as well as the full size echo.  Audio quality is okay for the size.",1,",well,,,,,microphone,,&,#,34,;,,pick,,,well,,,full,size,echo,.,Audio,quality,,okay,,,size",0.7299
5,18-Jun-18,White,I bought two refurbished ones for work and home. They both work perfectly and appear brand new,1,"bought,two,refurbished,ones,,work,,home,.,They,,work,perfectly,,appear,brand",0.6369
5,18-Jun-18,White,Amazon doesn't disappoint.,1,",n't,disappoint",0.4512
5,18-Jun-18,Black,Works great as a BT receiver with output connected to vintage stereo equipment.,1,"great,,,BT,receiver,,output,connected,,vintage,stereo,equipment",0.6249
5,17-Jun-18,Black,"Working great this far.  Can't tell it's not new.  Will edit for longevity in a year, that's the real test.",1,"great,,far,.,Ca,n't,tell,,'s,,new,.,Will,edit,,longevity,,,year,,,,'s,,real,test",0.6249
5,17-Jun-18,Black,Amazing,1,,0.5859
5,17-Jun-18,Black,i love everything,1,love,0.6369
4,17-Jun-18,White,"This used “dot” works fine, it compliments my Echo.",1,"used,“,dot,”,works,fine,,,,compliments,,Echo",0.5423
5,16-Jun-18,Black,Works like a new one.  Can tell the difference from the new one I bough and the refurbished one.,1,"like,,new,one,.,Can,tell,,difference,,,new,one,I,bough,,,refurbished,one",0.3612
5,16-Jun-18,White,Well I’m a big fan of echoes these ones went I’m my bathrooms.  Works just great as expected 👍🏾,1,"I,’,,,big,fan,,echoes,,ones,went,I,’,,,bathrooms,.,Works,,great,,expected",0.8176
5,16-Jun-18,White,Purchased for my 83 year old mother-she loves talking to Alexa! Very responsive-can detect its “name” from all over the room.,1,",,83,year,old,mother-she,loves,talking,,Alexa,!,Very,responsive-can,detect,,“,name,”,,,,,room",0.6114
5,16-Jun-18,Black,This is just like new -- same performance as our brand new one; no problems.,1,",,like,new,--,,performance,,,brand,new,one,;,,problems",-0.34
2,15-Jun-18,Black,The echo dot disconnects from the speaker about 12-20 times a day. Do not buy the refurbished product.  2 stars for effort.,0,"echo,dot,disconnects,,,speaker,,12-20,times,,day,.,Do,,buy,,refurbished,product,.,2,stars,,effort",0.0
5,15-Jun-18,Black,Love it.  Great product,1,",.,Great",0.8519
5,15-Jun-18,White,it works good.  very satisfied,1,"works,good,.,",0.7178
3,14-Jun-18,Black,"I love Alexa, but the sound on the dot is not the best. I own an echo 2nd gen for the kitchen/living room and got this for my bedroom, but there’s a SIGNIFICANT difference in sound. The dot lacks a full base sound and sounds as if it’s coming off a cheap portable speaker. I was REALLY disappointed. I returned it right away and just shelled out the money to buy a second echo 2 for my bedroom also.",1,"love,Alexa,,,,,sound,,,dot,,,,best,.,I,,,echo,2nd,gen,,,kitchen/living,room,,got,,,,bedroom,,,,,’,,,SIGNIFICANT,difference,,sound,.,The,dot,lacks,,full,base,sound,,sounds,,,,’,,coming,,,cheap,portable,speaker,.,I,,REALLY,disappointed,.,I,returned,,right,away,,,shelled,,,money,,buy,,second,echo,2,,,bedroom,also",-0.7462
5,14-Jun-18,Black,"Took me awhile to get it connected. I'm not electronically savy but now that it is, I love it.",1,",awhile,,get,,connected,.,I,'m,,electronically,savy,,,,,,,,I,love,",0.7783
1,14-Jun-18,Black,cant seem to get this thing to sink with my wireless not sure If I will be returning it will try one more time.,0,"seem,,get,,thing,,sink,,,wireless,,sure,If,I,,,returning,,,try,one,,time",-0.2411
5,14-Jun-18,Black,Absolutely love it!,1,"love,",0.6989
1,14-Jun-18,Black,product stopped working after return time ran out,0,"stopped,working,,return,time,ran",-0.2263
5,14-Jun-18,Black,Second Dot work great for refurbishedThought it was new,1,"Dot,work,great,,refurbishedThought,,",0.6249
5,14-Jun-18,Black,Love these guys they work so great,1,",guys,,work,",0.887
5,14-Jun-18,White,"I love this as a second &#34;Alexa&#34; in our bedroom.  Great for checking weather, for meditation music, and as a timer - Perfect for my husband who has to use eye drops multiple times each day and keep his eyes closed for 5 minutes.",1,"love,,,,second,&,#,34,;,Alexa,&,#,34,;,,,bedroom,.,Great,,checking,weather,,,,meditation,music,,,,,,timer,-,Perfect,,,husband,,,,use,eye,drops,multiple,times,,day,,keep,,eyes,closed,,5,minutes",0.9186
5,13-Jun-18,Black,I purchased this refurbished.  Works just like brand new.  3 minute set up. Very easy.  Now I have echo dot that I can command to start playing music for my backyard deck sound system.,1,"purchased,,refurbished,.,Works,,like,brand,new,.,3,minute,set,,.,Very,easy,.,Now,I,,echo,dot,,I,,command,,start,playing,music,,,backyard,deck,sound,system",0.7574
3,12-Jun-18,Black,Not substitute for the original.  The echo dot performs well but sound quality is poor.  To listen it has to be at the highest level 10.,1,"substitute,,,original,.,The,echo,dot,performs,well,,sound,quality,,poor,.,To,listen,,,,,,,highest,level,10",-0.4497
5,12-Jun-18,Black,Love the Echo Dot. Helps husband get Netflix and other apps on our Amazon Fire TV.  No problems with it being refurbished. Planning on getting another one for the Amazon Fire Stick in bedroom.,1,",Echo,Dot,.,Helps,husband,get,Netflix,,,apps,,,Amazon,Fire,TV,.,No,problems,,,,refurbished,.,Planning,,getting,another,one,,,Amazon,Fire,Stick,,bedroom",0.128
1,12-Jun-18,Black,"Stopped working after 7 months. The warranty was only good for 3 months. I would have assumed an amazon product sold on amazon would have had higher standards than guaranteeing that it would work for 3 whole months. I mean what is this product supposed to be, a piece of junk?They offered my a 15% discount if I wanted to buy another one. Why would I want to buy another one?",0,"working,,7,months,.,The,warranty,,,good,,3,months,.,I,would,,assumed,,amazon,product,sold,,amazon,would,,,higher,standards,,guaranteeing,,,would,work,,3,whole,months,.,I,mean,,,,product,supposed,,,,,,piece,,junk,?,They,offered,,,15,%,discount,,I,wanted,,buy,another,one,.,Why,would,I,want,,buy,another,one",0.6199
5,12-Jun-18,White,"Just like new. No problems whatsoever, Alexa. Thank you.",1,"like,new,.,No,problems,whatsoever,,,Alexa,.,Thank,",0.0258
3,12-Jun-18,Black,I like my uncle. But sometime it goes a little Haywire,1,"like,,uncle,.,But,sometime,,goes,,little",0.1901
1,12-Jun-18,Black,Bought this for my son and it didn’t work. He had to return it.,0,",,,son,,,,’,,work,.,He,,,return,",0.0
1,12-Jun-18,Black,Bought 2 and both quit connecting to wifi and responding to voice within 9 months. Hard and soft reset will not fix the problem.,0,"2,,,quit,connecting,,wifi,,responding,,voice,within,9,months,.,Hard,,soft,reset,,,fix,,problem",0.2163
3,12-Jun-18,Black,"I received my Echo Dot today in good condition, but be advised: I paid $29.99 for it and Amazon has (as of this writing) raised the price to $39.99, so do your research before buying so you can get a good deal!Set up with the Dot went simple enough — plug it in, follow the app instructions... except initially it took a while to actually show up in my iPhone’s WiFi settings. I called Amazon customer service, and I dunno what it is, but lately I’ve been getting terrible support. The guy that took my call just rambled off a (completely unhelpful) script and I ended up setting up the Dot while he was in the middle of his spiel.I’m not sure if this is the norm or if it’s because this is refurbished, but the Dot has a pretty finicky wifi range and randomly disconnects even though the app shows that the range of my 5GHz connection is strong. Reconnecting is a pain each time as well.All that said, when Alexa works, she works amazingly well. I don’t have a speaker hooked up to it, but one thing I really enjoy is the mic’s range and sensitivity. One of the more annoying limitations of Apple’s Siri is that when she’s playing audio through device speakers (music, podcasts, etc), the “Hey Siri” feature is all but useless. Alexa has no problem hearing me over whatever is playing at the time, and with amazingly fast responsiveness too. I haven’t tried this with louder speakers yet, so I’m not sure if this will continue to hold true.Setting up Alexa to control all my wireless devices was a breeze, albeit with limitations — support for Arlo devices is nil, and if you have special settings for your LED devices (eg. rainbow effects), Alexa can’t handle them, she only knows how to change solid colors and brightness levels.All in all, my rating would’ve been lower had I not gotten a decent price on this item. If the connectivity problems persist, I may have to exchange/return this item. I don’t want to though — Alexa’s kind of growing on me.",1,"received,,Echo,Dot,today,,good,condition,,,,,advised,:,I,paid,$,29.99,,,,Amazon,,(,,,,writing,),raised,,price,,$,39.99,,,,,,research,,buying,,,,get,,good,deal,!,Set,,,,Dot,went,simple,enough,—,plug,,,,,follow,,app,instructions,...,except,initially,,took,,,,actually,show,,,,iPhone,’,,WiFi,settings,.,I,called,Amazon,customer,service,,,,I,dunno,,,,,,,lately,I,’,,,getting,terrible,support,.,The,guy,,took,,call,,rambled,,,(,completely,unhelpful,),script,,I,ended,,setting,,,Dot,,,,,,middle,,,spiel.I,’,,,sure,,,,,norm,,,,’,,,,,refurbished,,,,,Dot,,,pretty,finicky,wifi,range,,randomly,disconnects,even,though,,app,shows,,,range,,,5GHz,connection,,strong,.,Reconnecting,,,pain,,time,,well.All,,said,,,,Alexa,works,,,,works,amazingly,well,.,I,,’,,,,speaker,hooked,,,,,,,one,thing,I,really,enjoy,,,mic,’,,range,,sensitivity,.,One,,,,annoying,limitations,,Apple,’,,Siri,,,,,’,,playing,audio,,device,speakers,(,music,,,podcasts,,,etc,),,,,“,Hey,Siri,”,feature,,,,useless,.,Alexa,,,problem,hearing,,,whatever,,playing,,,time,,,,,amazingly,fast,responsiveness,,.,I,,’,,tried,,,louder,speakers,yet,,,,I,’,,,sure,,,,continue,,hold,true.Setting,,Alexa,,control,,,wireless,devices,,,breeze,,,albeit,,limitations,—,support,,Arlo,devices,,nil,,,,,,,special,settings,,,LED,devices,(,eg,.,rainbow,effects,),,,Alexa,,’,,handle,,,,,,knows,,,change,solid,colors,,brightness,levels.All,,,,,,rating,would,’,,,lower,,I,,gotten,,decent,price,,,item,.,If,,connectivity,problems,persist,,,I,may,,,exchange/return,,item,.,I,,’,,want,,though,—,Alexa,’,,kind,,growing,,",0.9232
5,11-Jun-18,Black,I bought it because everyone was saying how much they love theirs. But I have no need for it. I only used it once. The volume was not loud enough for me when I played music while I was on my treadmill. So I rather use my tower speaker which is 3xs louder.,1,"bought,,,everyone,,saying,,much,,love,,.,But,I,,,need,,,.,I,,used,,,.,The,volume,,,loud,enough,,,,I,played,music,,I,,,,treadmill,.,So,I,rather,use,,tower,speaker,,,3xs,louder",0.4404
5,11-Jun-18,Black,Worked like new.  Will do it again.,1,"like,new,.,Will,,,",0.3612
2,11-Jun-18,Black,The second one which was a refurbished model did work-at least not in my home.,0,"second,one,,,,refurbished,model,,work-at,least,,,,home",0.0
1,11-Jun-18,White,"Very bad this device, I don’t know if it’s because is refurbished or what but it activated by itself , nobody is talking and he just activated and start talking. When you talk you have to yell super lauded",0,"bad,,device,,,I,,’,,know,,,’,,,,refurbished,,,,,activated,,,,,nobody,,talking,,,,activated,,start,talking,.,When,,talk,,,,yell,super",0.6064
5,11-Jun-18,Black,Good as new!! Just like brand new! Save yourself some money. Get one!,1,",new,!,!,Just,like,brand,new,!,Save,,,money,.,Get,one",0.8679
5,11-Jun-18,Black,Adding more rooms for convenience,1,",rooms,",0.0
4,11-Jun-18,Black,"Nice. It works good.Some times is not easy to recognize your voice and you have to repeat several times, some time almost screaming.",1,".,It,works,good.Some,times,,,easy,,recognize,,voice,,,,,repeat,several,times,,,,time,almost,screaming",-0.2294
5,11-Jun-18,Black,"I took a chance on a certified refurbished unit for $29. Looks brand new...no excuses or disappointments. 5 minute trouble-free set up! Effortless bluetooth speaker connectivity through the Alexa App on my iPhone was flawless. Listening to my favorite tunes through a Bose Bluetooth setup and couldn't be happier. Walk through the door and just ask Alexa to: &#34;Play 80's music&#34; and viola... instant atmosphere! No more opening the iPad, going to settings, turning on bluetooth and then accessing the Pandora app. It just makes things so effortless. A true joy right out of the box! If I didn't discover any other uses for this fine piece of technology it was worth every penny!",1,"took,,chance,,,certified,refurbished,unit,,$,29,.,Looks,brand,new,...,,excuses,,disappointments,.,5,minute,trouble-free,set,,!,Effortless,bluetooth,speaker,connectivity,,,Alexa,App,,,iPhone,,flawless,.,Listening,,,favorite,tunes,,,Bose,Bluetooth,setup,,could,n't,,happier,.,Walk,,,door,,,ask,Alexa,,:,&,#,34,;,Play,80,'s,music,&,#,34,;,,viola,...,instant,atmosphere,!,No,,opening,,iPad,,,going,,settings,,,turning,,bluetooth,,,accessing,,Pandora,app,.,It,,makes,things,,effortless,.,A,true,joy,right,,,,box,!,If,I,,n't,discover,,,uses,,,fine,piece,,technology,,,worth,every,penny",0.9106
